交通調査基本区間番号,路線名,起点側／路線名等,終点側／路線名等,市区町村コード,自動車専用道路の別,区間延長（ｋｍ）,上り／交通量観測地点地名,上り／２４時間自動車類交通量／合計（台）,下り／交通量観測地点地名,下り／２４時間自動車類交通量／合計（台）,２４時間自動車類交通量（上下合計）／合計（台）,昼夜率,混雑度,朝夕（混雑時）／上り／旅行速度／合計（ｋｍ／ｈ）,朝夕（混雑時）／下り／旅行速度／合計（ｋｍ／ｈ）,幅員構成／道路部幅員（ｍ）,指定最高速度（ｋｍ／ｈ）
31400460030,日野溝口線,菅沢日野線,菅沢日野線,31402,0,0.2,日野郡日野町黒坂,490,日野郡日野町黒坂,532,1022,1.16,0.13,37.3,45.3,9,50
31400460035,日野溝口線,菅沢日野線,日野溝口線,31402,0,0.8,日野郡日野町黒坂,490,日野郡日野町黒坂,532,1022,1.16,0.13,58.2,54.9,9,50
31400460140,日野溝口線,日野溝口線,日野町・伯耆町境,31402,0,2.5,日野郡日野町下黒坂,501,日野郡日野町下黒坂,482,983,1.16,0.13,58.4,60,9,50
31400460150,日野溝口線,日野町・伯耆町境,日野溝口線,31390,0,0.5,西伯郡伯耆町畑池,717,西伯郡伯耆町畑池,801,1518,1.23,0.2,63.1,64.2,7.5,50
31400460050,日野溝口線,日野溝口線,西伯根雨線,31390,0,7.4,西伯郡伯耆町畑池,717,西伯郡伯耆町畑池,801,1518,1.23,0.2,53.6,58.1,7.5,50
31400460060,日野溝口線,西伯根雨線,溝口伯太線,31390,0,5.8,西伯郡伯耆町古市,2271,西伯郡伯耆町古市,2280,4551,1.21,0.44,51.7,56.2,11.25,50
31400470010,米子境港線,一般国道９号,米子港線,31202,0,1.3,,12730,,10593,23323,1.28,0.78,14.1,22.2,25,50
31400470020,米子境港線,米子港線,市道夜見彦名線,31202,0,4,米子市安倍,11475,米子市安倍,9928,21403,1.28,0.71,31.9,32.2,20.1,50
31400470030,米子境港線,市道夜見彦名線,米子環状線,31202,0,3.4,米子市大崎,7671,米子市大崎,7180,14851,1.19,0.53,49.5,45.6,20.1,50
31400470040,米子境港線,米子環状線,米子境港線,31202,0,3.1,米子市大崎,7671,米子市大崎,7180,14851,1.19,0.56,58.4,54.5,21,50
31400470050,米子境港線,米子境港線,米子市・境港市境,31202,0,0.2,米子市大崎,7671,米子市大崎,7180,14851,1.19,0.56,40.1,46.5,21,50
31400470060,米子境港線,米子市・境港市境,米子空港境港停車場線,31204,0,1.6,境港市佐斐神町,7459,境港市佐斐神町,7022,14481,1.26,0.52,50.1,40.2,23.5,50
31400470070,米子境港線,米子空港境港停車場線,渡余子停車場線,31204,0,3,,7175,,6565,13740,1.26,1.35,33.5,31.7,15.5,50
31400470080,米子境港線,渡余子停車場線,渡余子停車場線,31204,0,0.4,,7175,,6565,13740,1.26,1.36,20.8,16.2,15.5,50
31400470090,米子境港線,渡余子停車場線,米子空港境港停車場線,31204,0,2.5,,3962,,4177,8139,1.23,0.72,27,31.9,15.5,50
31400470100,米子境港線,米子空港境港停車場線,境港線,31204,0,1,,5639,,5866,11505,1.25,0.39,24.1,27.4,22,50
31400470110,米子境港線,境港線,一般国道４３１号（境水道大橋）,31204,0,0.7,,5639,,5866,11505,1.25,0.39,31.3,24.4,22,50
31400470130,米子境港線,米子境港線,大篠津停車場線,31202,0,0.4,,8787,,7178,15965,1.27,1.09,22.9,35.4,9.5,50
31400480010,阿毘縁菅沢線,安来伯太日南線,多里伯太線,31401,0,2.2,,360,,345,705,1.16,0.1,60.4,58.1,7,50
31400480020,阿毘縁菅沢線,多里伯太線,本山伯太線,31401,0,4.6,,360,,345,705,1.16,0.1,55.5,54.9,7,50
31400480030,阿毘縁菅沢線,本山伯太線,一般国道１８０号,31401,0,5.1,,360,,345,705,1.16,0.1,59.9,53.4,7,50
31400490005,鳥取河原用瀬線,鳥取鹿野倉吉線,一般国道９号（鳥取西道路）,31201,0,0.6,鳥取市嶋,9697,鳥取市嶋,8739,18436,1.17,0.54,18.5,20.3,21.25,60
31400490010,鳥取河原用瀬線,一般国道９号（鳥取西道路）,郡家鹿野気高線,31201,0,11.4,,2327,,2107,4434,1.19,0.52,43.3,48.5,9.5,50
31400490030,鳥取河原用瀬線,,杣小屋曳田線,31201,0,1.6,,2536,,2245,4781,1.21,23.52,33.3,29.2,5,60
31400490040,鳥取河原用瀬線,杣小屋曳田線,杣小屋曳田線,31201,0,3.3,,2536,,2245,4781,1.21,0.76,50.4,49.9,9.5,50
31400490050,鳥取河原用瀬線,杣小屋曳田線,小河内加茂線,31201,0,2,,2536,,2245,4781,1.21,0.76,43.6,45.8,9.5,50
31400490060,鳥取河原用瀬線,小河内加茂線,,31201,0,0.4,,2536,,2245,4781,1.21,23.52,18.2,19.5,3.3,60
31400490080,鳥取河原用瀬線,,鳥取自動車道,31201,0,5.4,,2536,,2245,4781,1.21,0.71,30.7,35.1,7,60
31400490090,鳥取河原用瀬線,鳥取自動車道,一般国道５３号,31201,0,1.2,鳥取市用瀬町美成,1158,鳥取市用瀬町美成,773,1931,1.23,0.3,38.3,26,10.3,50
31400500010,東伯関金線,東伯野添線,福永由良線,31371,0,0.7,,635,,627,1262,1.23,0.15,34.5,41.1,11,50
31400500020,東伯関金線,福永由良線,琴浦町・北栄町境,31371,0,2.3,,635,,627,1262,1.23,0.15,56.9,53.5,7.5,50
31400500030,東伯関金線,琴浦町・北栄町境,法万大栄線,31372,0,1.9,,635,,627,1262,1.23,0.15,53.9,54.5,7,50
31400500040,東伯関金線,法万大栄線,北栄町・倉吉市境,31372,0,1,,594,,584,1178,1.2,0.14,47.6,48.1,7,50
31400500050,東伯関金線,北栄町・倉吉市境,倉吉赤碕中山線,31203,0,1.6,,594,,584,1178,1.2,0.14,38.9,38.4,7.5,50
31400500070,東伯関金線,倉吉赤碕中山線,上大立横田線,31203,0,1.4,鳥取県倉吉市関金町大鳥居,1899,鳥取県倉吉市関金町大鳥居,1877,3776,1.21,0.46,40.4,41.8,12,50
31400500080,東伯関金線,上大立横田線,仙隠岡田線,31203,0,3.2,鳥取県倉吉市関金町大鳥居,1899,鳥取県倉吉市関金町大鳥居,1877,3776,1.21,0.46,48.5,50.2,12,50
31400500090,東伯関金線,仙隠岡田線,倉吉江府溝口線,31203,0,1.8,鳥取県倉吉市関金町大鳥居,1899,鳥取県倉吉市関金町大鳥居,1877,3776,1.21,0.46,43.7,47.4,12,50
